incident_id,x,y,started_at,ended_at,street,description,objectid,globalid
67da9afb-5c94-42a1-8406-659ced32b886,-13602219.6296413,6020749.277737305,2025-12-17T07:41:22+00:00,2025-12-17T16:00:00+00:00,Maple Valley Highway,One lane closed due to landslide across from Riviera Apartments,73,67da9afb-5c94-42a1-8406-659ced32b886
