condition,p_semantic,p_social,rep,period,repertoire_size,max_level,mean_score
social,0.0,0.9,15,92,30,8,7973.1
social,0.0,0.9,15,93,30,8,8146.6
social,0.0,0.9,15,94,30,8,8077.1
social,0.0,0.9,15,95,30,8,8040.5
social,0.0,0.9,15,96,31,8,8723.1
social,0.0,0.9,15,97,31,8,8623.3
social,0.0,0.9,15,98,31,8,8707.4
social,0.0,0.9,15,99,31,8,8364.7
social,0.0,0.9,15,100,31,8,8096.7
social,0.0,0.9,15,101,31,8,7730.6
social,0.0,0.9,15,102,31,8,7606.4
social,0.0,0.9,15,103,31,8,7826.2
social,0.0,0.9,15,104,31,8,8521.5
social,0.0,0.9,15,105,31,8,8780.1
social,0.0,0.9,15,106,31,8,8775.5
social,0.0,0.9,15,107,31,8,8347.1
social,0.0,0.9,15,108,32,8,8330.1
social,0.0,0.9,15,109,32,8,8435.7
social,0.0,0.9,15,110,32,8,8722.9
social,0.0,0.9,15,111,32,8,8398.9
social,0.0,0.9,15,112,32,8,8460.0
social,0.0,0.9,15,113,32,8,8618.0
social,0.0,0.9,15,114,32,8,9048.0
social,0.0,0.9,15,115,33,8,9379.9
social,0.0,0.9,15,116,33,8,9561.9
social,0.0,0.9,15,117,34,9,10711.4
social,0.0,0.9,15,118,34,9,10495.2
social,0.0,0.9,15,119,34,9,10147.1
social,0.0,0.9,15,120,34,9,10237.4
social,0.0,0.9,15,121,34,9,10210.8
social,0.0,0.9,15,122,34,9,10302.4
social,0.0,0.9,15,123,35,9,11329.7
social,0.0,0.9,15,124,35,9,11245.8
social,0.0,0.9,15,125,35,9,11471.2
social,0.0,0.9,15,126,35,9,11004.7
social,0.0,0.9,15,127,35,9,10973.3
social,0.0,0.9,15,128,35,9,10992.9
social,0.0,0.9,15,129,35,9,10552.9
social,0.0,0.9,15,130,35,9,10733.6
social,0.0,0.9,15,131,35,9,10870.6
social,0.0,0.9,15,132,36,9,11341.8
social,0.0,0.9,15,133,36,9,11993.0
social,0.0,0.9,15,134,36,9,11522.3
social,0.0,0.9,15,135,37,9,12151.9
social,0.0,0.9,15,136,37,9,11633.5
social,0.0,0.9,15,137,37,9,12190.6
social,0.0,0.9,15,138,37,9,12678.4
social,0.0,0.9,15,139,37,9,13040.9
social,0.0,0.9,15,140,38,9,13483.5
social,0.0,0.9,15,141,38,9,13033.4
social,0.0,0.9,15,142,38,9,12813.5
social,0.0,0.9,15,143,39,9,14140.9
social,0.0,0.9,15,144,40,9,15383.0
social,0.0,0.9,15,145,40,9,15911.1
social,0.0,0.9,15,146,40,9,15798.6
social,0.0,0.9,15,147,40,9,15900.5
social,0.0,0.9,15,148,40,9,15553.4
social,0.0,0.9,15,149,40,9,15406.4
social,0.0,0.9,15,150,40,9,15636.1
semantic,0.9,0.0,0,0,0,0,0.0
semantic,0.9,0.0,0,1,4,1,21.9
semantic,0.9,0.0,0,2,5,2,33.3
semantic,0.9,0.0,0,3,6,3,38.4
semantic,0.9,0.0,0,4,6,3,42.6
semantic,0.9,0.0,0,5,6,3,45.6
semantic,0.9,0.0,0,6,6,3,49.2
semantic,0.9,0.0,0,7,7,3,51.0
semantic,0.9,0.0,0,8,7,3,52.8
semantic,0.9,0.0,0,9,8,3,53.4
semantic,0.9,0.0,0,10,8,3,54.0
semantic,0.9,0.0,0,11,8,3,56.1
semantic,0.9,0.0,0,12,8,3,57.0
semantic,0.9,0.0,0,13,8,3,59.1
semantic,0.9,0.0,0,14,8,3,60.3
semantic,0.9,0.0,0,15,8,3,61.2
semantic,0.9,0.0,0,16,8,3,61.8
semantic,0.9,0.0,0,17,8,3,60.9
semantic,0.9,0.0,0,18,8,3,62.1
semantic,0.9,0.0,0,19,8,3,62.7
semantic,0.9,0.0,0,20,8,3,63.6
semantic,0.9,0.0,0,21,8,3,64.2
semantic,0.9,0.0,0,22,8,3,64.2
semantic,0.9,0.0,0,23,8,3,64.5
semantic,0.9,0.0,0,24,8,3,64.5
semantic,0.9,0.0,0,25,8,3,63.3
semantic,0.9,0.0,0,26,8,3,63.9
semantic,0.9,0.0,0,27,8,3,63.3
semantic,0.9,0.0,0,28,8,3,60.3
semantic,0.9,0.0,0,29,8,3,60.3
semantic,0.9,0.0,0,30,8,3,53.1
semantic,0.9,0.0,0,31,8,3,53.4
semantic,0.9,0.0,0,32,8,3,54.6
semantic,0.9,0.0,0,33,8,3,55.5
semantic,0.9,0.0,0,34,8,3,48.3
semantic,0.9,0.0,0,35,8,3,48.3
semantic,0.9,0.0,0,36,7,3,49.5
semantic,0.9,0.0,0,37,7,3,50.1
semantic,0.9,0.0,0,38,7,3,50.7
semantic,0.9,0.0,0,39,7,3,56.7
semantic,0.9,0.0,0,40,7,3,58.8
semantic,0.9,0.0,0,41,7,3,55.8
semantic,0.9,0.0,0,42,7,3,60.0
semantic,0.9,0.0,0,43,7,3,61.2
semantic,0.9,0.0,0,44,7,3,62.1
semantic,0.9,0.0,0,45,8,3,63.9
semantic,0.9,0.0,0,46,8,3,64.2
semantic,0.9,0.0,0,47,8,3,65.7
semantic,0.9,0.0,0,48,8,3,65.7
semantic,0.9,0.0,0,49,8,3,67.2
semantic,0.9,0.0,0,50,8,3,66.9
semantic,0.9,0.0,0,51,9,4,66.6
semantic,0.9,0.0,0,52,9,4,67.5
semantic,0.9,0.0,0,53,9,4,67.5
semantic,0.9,0.0,0,54,9,4,68.4
semantic,0.9,0.0,0,55,9,4,69.6
semantic,0.9,0.0,0,56,9,4,69.9
semantic,0.9,0.0,0,57,9,4,72.9
semantic,0.9,0.0,0,58,9,4,70.2
semantic,0.9,0.0,0,59,9,4,66.0
semantic,0.9,0.0,0,60,9,4,68.7
semantic,0.9,0.0,0,61,9,4,63.9
semantic,0.9,0.0,0,62,9,4,67.5
semantic,0.9,0.0,0,63,9,4,63.9
semantic,0.9,0.0,0,64,9,4,64.5
semantic,0.9,0.0,0,65,9,4,65.4
semantic,0.9,0.0,0,66,9,4,63.6
semantic,0.9,0.0,0,67,9,4,61.8
semantic,0.9,0.0,0,68,9,4,59.1
semantic,0.9,0.0,0,69,9,4,64.5
semantic,0.9,0.0,0,70,9,4,64.5
semantic,0.9,0.0,0,71,7,3,59.7
semantic,0.9,0.0,0,72,7,3,59.4
semantic,0.9,0.0,0,73,7,3,57.3
semantic,0.9,0.0,0,74,7,3,60.3
semantic,0.9,0.0,0,75,7,3,63.6
semantic,0.9,0.0,0,76,7,3,67.8
semantic,0.9,0.0,0,77,7,3,66.6
semantic,0.9,0.0,0,78,7,3,67.5
semantic,0.9,0.0,0,79,7,3,70.2
semantic,0.9,0.0,0,80,8,3,73.5
semantic,0.9,0.0,0,81,8,3,70.8
semantic,0.9,0.0,0,82,8,3,74.1
semantic,0.9,0.0,0,83,8,3,76.2
semantic,0.9,0.0,0,84,8,3,78.3
semantic,0.9,0.0,0,85,9,4,75.3
semantic,0.9,0.0,0,86,9,4,77.1
semantic,0.9,0.0,0,87,9,4,77.7
semantic,0.9,0.0,0,88,9,4,78.3
semantic,0.9,0.0,0,89,9,4,77.7
semantic,0.9,0.0,0,90,9,4,77.7
semantic,0.9,0.0,0,91,9,4,77.4
semantic,0.9,0.0,0,92,11,6,81.6
semantic,0.9,0.0,0,93,11,6,81.6
semantic,0.9,0.0,0,94,11,6,78.3
semantic,0.9,0.0,0,95,11,6,77.7
semantic,0.9,0.0,0,96,11,6,78.0
semantic,0.9,0.0,0,97,11,6,78.3
semantic,0.9,0.0,0,98,11,6,74.1
semantic,0.9,0.0,0,99,11,6,72.0
semantic,0.9,0.0,0,100,11,6,67.5
semantic,0.9,0.0,0,101,11,6,65.4
semantic,0.9,0.0,0,102,11,6,67.8
semantic,0.9,0.0,0,103,12,7,73.9
semantic,0.9,0.0,0,104,12,7,68.5
semantic,0.9,0.0,0,105,12,7,73.0
semantic,0.9,0.0,0,106,12,7,75.1
semantic,0.9,0.0,0,107,12,7,75.1
semantic,0.9,0.0,0,108,12,7,72.7
semantic,0.9,0.0,0,109,12,7,71.2
semantic,0.9,0.0,0,110,12,7,74.2
semantic,0.9,0.0,0,111,12,7,76.6
semantic,0.9,0.0,0,112,12,7,76.9
semantic,0.9,0.0,0,113,12,7,75.1
semantic,0.9,0.0,0,114,12,7,77.5
semantic,0.9,0.0,0,115,8,3,69.9
semantic,0.9,0.0,0,116,8,3,72.6
semantic,0.9,0.0,0,117,8,3,74.1
semantic,0.9,0.0,0,118,8,3,75.0
semantic,0.9,0.0,0,119,8,3,75.0
semantic,0.9,0.0,0,120,8,3,75.6
semantic,0.9,0.0,0,121,8,3,75.6
semantic,0.9,0.0,0,122,8,3,75.3
semantic,0.9,0.0,0,123,9,4,77.4
semantic,0.9,0.0,0,124,9,4,74.1
semantic,0.9,0.0,0,125,9,4,73.2
semantic,0.9,0.0,0,126,9,4,75.6
semantic,0.9,0.0,0,127,9,4,77.7
semantic,0.9,0.0,0,128,9,4,76.8
semantic,0.9,0.0,0,129,9,4,74.4
semantic,0.9,0.0,0,130,9,4,72.3
semantic,0.9,0.0,0,131,9,4,70.2
semantic,0.9,0.0,0,132,9,4,71.4
semantic,0.9,0.0,0,133,8,3,67.2
semantic,0.9,0.0,0,134,8,3,66.9
semantic,0.9,0.0,0,135,8,3,66.3
semantic,0.9,0.0,0,136,8,3,68.4
semantic,0.9,0.0,0,137,8,3,70.2
semantic,0.9,0.0,0,138,8,3,72.6
semantic,0.9,0.0,0,139,8,3,72.3
semantic,0.9,0.0,0,140,8,3,66.9
semantic,0.9,0.0,0,141,8,3,66.6
semantic,0.9,0.0,0,142,8,3,69.6
semantic,0.9,0.0,0,143,8,3,72.6
semantic,0.9,0.0,0,144,8,3,73.2
semantic,0.9,0.0,0,145,8,3,74.4
semantic,0.9,0.0,0,146,8,3,77.4
semantic,0.9,0.0,0,147,8,3,79.2
semantic,0.9,0.0,0,148,8,3,80.7
semantic,0.9,0.0,0,149,8,3,79.5
semantic,0.9,0.0,0,150,8,3,82.5
semantic,0.9,0.0,1,0,0,0,0.0
semantic,0.9,0.0,1,1,5,2,20.7
semantic,0.9,0.0,1,2,6,2,34.8
semantic,0.9,0.0,1,3,6,2,40.8
semantic,0.9,0.0,1,4,6,2,45.3
semantic,0.9,0.0,1,5,7,3,49.2
semantic,0.9,0.0,1,6,7,3,52.2
semantic,0.9,0.0,1,7,7,3,54.9
semantic,0.9,0.0,1,8,7,3,55.5
semantic,0.9,0.0,1,9,7,3,56.4
semantic,0.9,0.0,1,10,7,3,59.4
semantic,0.9,0.0,1,11,7,3,61.2
semantic,0.9,0.0,1,12,7,3,61.8
semantic,0.9,0.0,1,13,7,3,62.1
semantic,0.9,0.0,1,14,8,3,63.6
semantic,0.9,0.0,1,15,8,3,64.2
semantic,0.9,0.0,1,16,8,3,63.3
semantic,0.9,0.0,1,17,9,4,62.7
semantic,0.9,0.0,1,18,9,4,62.7
semantic,0.9,0.0,1,19,9,4,63.9
semantic,0.9,0.0,1,20,9,4,64.2
semantic,0.9,0.0,1,21,9,4,64.5
semantic,0.9,0.0,1,22,9,4,64.8
semantic,0.9,0.0,1,23,9,4,64.2
semantic,0.9,0.0,1,24,9,4,60.3
semantic,0.9,0.0,1,25,9,4,61.8
semantic,0.9,0.0,1,26,8,3,60.0
semantic,0.9,0.0,1,27,8,3,58.2
semantic,0.9,0.0,1,28,8,3,59.1
semantic,0.9,0.0,1,29,8,3,60.3
semantic,0.9,0.0,1,30,8,3,62.1
semantic,0.9,0.0,1,31,8,3,60.6
semantic,0.9,0.0,1,32,8,3,60.6
semantic,0.9,0.0,1,33,8,3,61.8
semantic,0.9,0.0,1,34,8,3,61.2
semantic,0.9,0.0,1,35,8,3,59.4
semantic,0.9,0.0,1,36,7,3,58.5
semantic,0.9,0.0,1,37,8,3,62.4
semantic,0.9,0.0,1,38,8,3,58.2
semantic,0.9,0.0,1,39,8,3,60.6
semantic,0.9,0.0,1,40,8,3,61.2
semantic,0.9,0.0,1,41,8,3,63.3
semantic,0.9,0.0,1,42,8,3,66.6
semantic,0.9,0.0,1,43,8,3,67.2
semantic,0.9,0.0,1,44,8,3,68.1
semantic,0.9,0.0,1,45,8,3,69.9
semantic,0.9,0.0,1,46,8,3,70.8
semantic,0.9,0.0,1,47,8,3,70.2
semantic,0.9,0.0,1,48,8,3,71.7
semantic,0.9,0.0,1,49,8,3,69.9
semantic,0.9,0.0,1,50,8,3,68.7
semantic,0.9,0.0,1,51,8,3,69.6
semantic,0.9,0.0,1,52,8,3,71.1
semantic,0.9,0.0,1,53,8,3,69.0
semantic,0.9,0.0,1,54,8,3,68.7
semantic,0.9,0.0,1,55,8,3,68.7
semantic,0.9,0.0,1,56,8,3,68.4
semantic,0.9,0.0,1,57,8,3,63.0
semantic,0.9,0.0,1,58,8,3,63.0
semantic,0.9,0.0,1,59,8,3,64.2
semantic,0.9,0.0,1,60,8,3,63.9
semantic,0.9,0.0,1,61,8,3,69.0
semantic,0.9,0.0,1,62,8,3,69.9
semantic,0.9,0.0,1,63,8,3,72.0
semantic,0.9,0.0,1,64,8,3,69.3
semantic,0.9,0.0,1,65,8,3,66.6
semantic,0.9,0.0,1,66,8,3,68.4
semantic,0.9,0.0,1,67,8,3,69.6
semantic,0.9,0.0,1,68,8,3,68.4
semantic,0.9,0.0,1,69,8,3,68.1
semantic,0.9,0.0,1,70,8,3,67.5
semantic,0.9,0.0,1,71,8,3,68.7
semantic,0.9,0.0,1,72,8,3,60.3
semantic,0.9,0.0,1,73,8,3,61.8
semantic,0.9,0.0,1,74,8,3,61.8
semantic,0.9,0.0,1,75,8,3,59.7
semantic,0.9,0.0,1,76,8,3,60.9
semantic,0.9,0.0,1,77,8,3,58.2
semantic,0.9,0.0,1,78,8,3,60.6
semantic,0.9,0.0,1,79,8,3,61.2
semantic,0.9,0.0,1,80,8,3,61.5
semantic,0.9,0.0,1,81,8,3,63.6
semantic,0.9,0.0,1,82,8,3,66.3
semantic,0.9,0.0,1,83,8,3,66.3
semantic,0.9,0.0,1,84,8,3,65.7
semantic,0.9,0.0,1,85,8,3,60.3
semantic,0.9,0.0,1,86,8,3,61.8
semantic,0.9,0.0,1,87,8,3,62.7
semantic,0.9,0.0,1,88,9,4,65.7
semantic,0.9,0.0,1,89,9,4,65.4
semantic,0.9,0.0,1,90,9,4,67.2
semantic,0.9,0.0,1,91,9,4,63.3
semantic,0.9,0.0,1,92,9,4,63.0
semantic,0.9,0.0,1,93,9,4,66.3
semantic,0.9,0.0,1,94,9,4,66.0
semantic,0.9,0.0,1,95,8,3,64.8
semantic,0.9,0.0,1,96,8,3,63.0
semantic,0.9,0.0,1,97,8,3,61.8
semantic,0.9,0.0,1,98,8,3,63.3
semantic,0.9,0.0,1,99,8,3,61.8
semantic,0.9,0.0,1,100,8,3,63.3
semantic,0.9,0.0,1,101,8,3,62.1
semantic,0.9,0.0,1,102,8,3,65.7
semantic,0.9,0.0,1,103,8,3,63.0
semantic,0.9,0.0,1,104,8,3,62.1
semantic,0.9,0.0,1,105,7,3,63.6
semantic,0.9,0.0,1,106,8,4,66.0
semantic,0.9,0.0,1,107,8,4,66.3
semantic,0.9,0.0,1,108,8,4,63.3
semantic,0.9,0.0,1,109,8,4,60.3
semantic,0.9,0.0,1,110,8,4,59.1
semantic,0.9,0.0,1,111,7,3,56.4
semantic,0.9,0.0,1,112,7,3,58.5
semantic,0.9,0.0,1,113,7,3,59.1
semantic,0.9,0.0,1,114,7,3,59.1
semantic,0.9,0.0,1,115,7,3,61.2
semantic,0.9,0.0,1,116,7,3,62.4
semantic,0.9,0.0,1,117,7,3,65.1
semantic,0.9,0.0,1,118,7,3,63.9
semantic,0.9,0.0,1,119,7,3,60.9
semantic,0.9,0.0,1,120,7,3,57.9
semantic,0.9,0.0,1,121,7,3,63.3
semantic,0.9,0.0,1,122,7,3,65.4
semantic,0.9,0.0,1,123,7,3,65.1
semantic,0.9,0.0,1,124,7,3,66.3
semantic,0.9,0.0,1,125,7,3,66.9
semantic,0.9,0.0,1,126,7,3,67.2
semantic,0.9,0.0,1,127,7,3,63.9
semantic,0.9,0.0,1,128,7,3,64.5
semantic,0.9,0.0,1,129,7,3,63.9
semantic,0.9,0.0,1,130,7,3,58.5
semantic,0.9,0.0,1,131,7,3,61.2
semantic,0.9,0.0,1,132,7,3,64.5
semantic,0.9,0.0,1,133,7,3,66.0
semantic,0.9,0.0,1,134,7,3,64.8
semantic,0.9,0.0,1,135,7,3,64.8
semantic,0.9,0.0,1,136,7,3,62.7
semantic,0.9,0.0,1,137,7,3,59.7
semantic,0.9,0.0,1,138,7,3,60.6
semantic,0.9,0.0,1,139,7,3,57.0
semantic,0.9,0.0,1,140,7,3,57.0
semantic,0.9,0.0,1,141,7,3,58.8
semantic,0.9,0.0,1,142,7,3,60.6
semantic,0.9,0.0,1,143,7,3,58.2
semantic,0.9,0.0,1,144,8,3,59.7
semantic,0.9,0.0,1,145,8,3,61.8
semantic,0.9,0.0,1,146,8,3,64.2
semantic,0.9,0.0,1,147,8,3,62.1
semantic,0.9,0.0,1,148,8,3,60.9
semantic,0.9,0.0,1,149,7,3,59.4
semantic,0.9,0.0,1,150,7,3,59.4
semantic,0.9,0.0,2,0,0,0,0.0
semantic,0.9,0.0,2,1,4,1,23.4
semantic,0.9,0.0,2,2,5,2,32.1
semantic,0.9,0.0,2,3,6,2,39.6
semantic,0.9,0.0,2,4,7,3,42.3
semantic,0.9,0.0,2,5,7,3,47.7
semantic,0.9,0.0,2,6,7,3,49.8
semantic,0.9,0.0,2,7,7,3,52.2
semantic,0.9,0.0,2,8,7,3,54.0
semantic,0.9,0.0,2,9,7,3,55.8
semantic,0.9,0.0,2,10,7,3,56.1
semantic,0.9,0.0,2,11,8,3,58.2
semantic,0.9,0.0,2,12,8,3,58.2
semantic,0.9,0.0,2,13,8,3,58.2
semantic,0.9,0.0,2,14,8,3,60.0
semantic,0.9,0.0,2,15,8,3,60.6
semantic,0.9,0.0,2,16,8,3,61.2
semantic,0.9,0.0,2,17,8,3,61.8
semantic,0.9,0.0,2,18,8,3,62.1
semantic,0.9,0.0,2,19,8,3,63.0
semantic,0.9,0.0,2,20,8,3,63.6
semantic,0.9,0.0,2,21,8,3,64.2
semantic,0.9,0.0,2,22,8,3,64.8
semantic,0.9,0.0,2,23,8,3,60.6
semantic,0.9,0.0,2,24,8,3,60.3
semantic,0.9,0.0,2,25,8,3,60.3
semantic,0.9,0.0,2,26,8,3,57.9
semantic,0.9,0.0,2,27,8,3,56.7
semantic,0.9,0.0,2,28,8,3,58.8
semantic,0.9,0.0,2,29,8,3,56.7
semantic,0.9,0.0,2,30,8,3,55.2
semantic,0.9,0.0,2,31,8,3,55.8
semantic,0.9,0.0,2,32,8,3,55.2
semantic,0.9,0.0,2,33,8,3,56.7
semantic,0.9,0.0,2,34,8,3,56.4
semantic,0.9,0.0,2,35,8,3,56.7
semantic,0.9,0.0,2,36,7,3,47.1
semantic,0.9,0.0,2,37,7,3,49.8
semantic,0.9,0.0,2,38,7,3,52.2
semantic,0.9,0.0,2,39,7,3,53.1
semantic,0.9,0.0,2,40,7,3,54.6
semantic,0.9,0.0,2,41,7,3,55.5
semantic,0.9,0.0,2,42,7,3,57.3
semantic,0.9,0.0,2,43,7,3,61.5
semantic,0.9,0.0,2,44,8,3,62.1
semantic,0.9,0.0,2,45,8,3,62.4
semantic,0.9,0.0,2,46,8,3,63.3
semantic,0.9,0.0,2,47,8,3,65.1
semantic,0.9,0.0,2,48,8,3,66.3
semantic,0.9,0.0,2,49,8,3,66.9
semantic,0.9,0.0,2,50,8,3,68.1
semantic,0.9,0.0,2,51,8,3,68.1
semantic,0.9,0.0,2,52,8,3,66.9
semantic,0.9,0.0,2,53,8,3,69.3
semantic,0.9,0.0,2,54,8,3,70.5
semantic,0.9,0.0,2,55,8,3,69.3
semantic,0.9,0.0,2,56,8,3,69.9
semantic,0.9,0.0,2,57,8,3,69.0
semantic,0.9,0.0,2,58,8,3,69.0
semantic,0.9,0.0,2,59,8,3,67.8
semantic,0.9,0.0,2,60,8,3,66.9
semantic,0.9,0.0,2,61,8,3,67.5
semantic,0.9,0.0,2,62,9,4,62.7
semantic,0.9,0.0,2,63,9,4,61.8
semantic,0.9,0.0,2,64,9,4,62.4
semantic,0.9,0.0,2,65,8,3,61.2
semantic,0.9,0.0,2,66,8,3,64.8
semantic,0.9,0.0,2,67,8,3,65.4
semantic,0.9,0.0,2,68,8,3,64.8
semantic,0.9,0.0,2,69,8,3,62.7
semantic,0.9,0.0,2,70,7,3,57.3
semantic,0.9,0.0,2,71,7,3,57.6
semantic,0.9,0.0,2,72,7,3,60.0
semantic,0.9,0.0,2,73,7,3,61.5
semantic,0.9,0.0,2,74,7,3,64.8
semantic,0.9,0.0,2,75,7,3,63.0
semantic,0.9,0.0,2,76,7,3,61.8
semantic,0.9,0.0,2,77,7,3,64.2
semantic,0.9,0.0,2,78,7,3,61.2
semantic,0.9,0.0,2,79,7,3,63.9
semantic,0.9,0.0,2,80,7,3,65.4
semantic,0.9,0.0,2,81,7,3,65.4
semantic,0.9,0.0,2,82,7,3,67.2
semantic,0.9,0.0,2,83,7,3,68.7
semantic,0.9,0.0,2,84,7,3,69.6
semantic,0.9,0.0,2,85,8,3,72.0
semantic,0.9,0.0,2,86,8,3,69.3
semantic,0.9,0.0,2,87,8,3,69.3
semantic,0.9,0.0,2,88,8,3,69.6
semantic,0.9,0.0,2,89,8,3,69.0
semantic,0.9,0.0,2,90,8,3,71.1
semantic,0.9,0.0,2,91,8,3,67.2
semantic,0.9,0.0,2,92,8,3,67.8
semantic,0.9,0.0,2,93,8,3,65.1
semantic,0.9,0.0,2,94,8,3,67.2
semantic,0.9,0.0,2,95,8,3,66.6
semantic,0.9,0.0,2,96,8,3,67.2
semantic,0.9,0.0,2,97,8,3,64.5
semantic,0.9,0.0,2,98,8,3,60.3
semantic,0.9,0.0,2,99,8,3,62.4
semantic,0.9,0.0,2,100,8,3,64.2
semantic,0.9,0.0,2,101,8,3,67.8
semantic,0.9,0.0,2,102,8,3,66.6
semantic,0.9,0.0,2,103,8,3,67.2
semantic,0.9,0.0,2,104,8,3,63.3
semantic,0.9,0.0,2,105,8,3,65.4
semantic,0.9,0.0,2,106,8,3,60.9
semantic,0.9,0.0,2,107,8,3,64.2
semantic,0.9,0.0,2,108,8,3,66.6
semantic,0.9,0.0,2,109,8,3,66.9
semantic,0.9,0.0,2,110,8,3,66.0
semantic,0.9,0.0,2,111,8,3,66.0
semantic,0.9,0.0,2,112,8,3,63.3
semantic,0.9,0.0,2,113,8,3,66.0
semantic,0.9,0.0,2,114,8,3,67.2
semantic,0.9,0.0,2,115,7,3,62.7
semantic,0.9,0.0,2,116,7,3,64.2
semantic,0.9,0.0,2,117,7,3,68.1
semantic,0.9,0.0,2,118,7,3,67.5
semantic,0.9,0.0,2,119,7,3,64.2
semantic,0.9,0.0,2,120,7,3,67.5
semantic,0.9,0.0,2,121,7,3,69.9
semantic,0.9,0.0,2,122,7,3,68.4
semantic,0.9,0.0,2,123,7,3,69.9
semantic,0.9,0.0,2,124,7,3,66.6
semantic,0.9,0.0,2,125,7,3,64.5
semantic,0.9,0.0,2,126,7,3,62.1
semantic,0.9,0.0,2,127,7,3,64.2
semantic,0.9,0.0,2,128,7,3,65.1
semantic,0.9,0.0,2,129,7,3,64.8
semantic,0.9,0.0,2,130,8,3,65.1
semantic,0.9,0.0,2,131,8,3,65.1
semantic,0.9,0.0,2,132,8,3,65.7
semantic,0.9,0.0,2,133,7,3,63.6
semantic,0.9,0.0,2,134,7,3,64.2
semantic,0.9,0.0,2,135,7,3,66.0
semantic,0.9,0.0,2,136,7,3,69.0
semantic,0.9,0.0,2,137,7,3,69.6
semantic,0.9,0.0,2,138,7,3,71.4
semantic,0.9,0.0,2,139,7,3,72.0
semantic,0.9,0.0,2,140,7,3,71.4
semantic,0.9,0.0,2,141,7,3,74.7
semantic,0.9,0.0,2,142,7,3,75.9
semantic,0.9,0.0,2,143,7,3,75.9
semantic,0.9,0.0,2,144,7,3,72.6
semantic,0.9,0.0,2,145,7,3,70.5
semantic,0.9,0.0,2,146,7,3,74.1
semantic,0.9,0.0,2,147,7,3,70.8
semantic,0.9,0.0,2,148,7,3,69.0
semantic,0.9,0.0,2,149,7,3,72.0
semantic,0.9,0.0,2,150,7,3,72.9
semantic,0.9,0.0,3,0,0,0,0.0
semantic,0.9,0.0,3,1,4,1,19.8
semantic,0.9,0.0,3,2,4,1,29.4
semantic,0.9,0.0,3,3,4,1,36.0
semantic,0.9,0.0,3,4,6,3,42.3
semantic,0.9,0.0,3,5,6,3,45.9
semantic,0.9,0.0,3,6,6,3,48.3
semantic,0.9,0.0,3,7,6,3,51.6
semantic,0.9,0.0,3,8,7,3,51.6
semantic,0.9,0.0,3,9,7,3,52.5
semantic,0.9,0.0,3,10,7,3,53.4
semantic,0.9,0.0,3,11,7,3,54.3
semantic,0.9,0.0,3,12,7,3,54.6
semantic,0.9,0.0,3,13,7,3,55.5
semantic,0.9,0.0,3,14,8,3,56.1
semantic,0.9,0.0,3,15,9,4,57.3
semantic,0.9,0.0,3,16,9,4,57.3
semantic,0.9,0.0,3,17,9,4,57.6
semantic,0.9,0.0,3,18,9,4,57.6
semantic,0.9,0.0,3,19,9,4,57.6
semantic,0.9,0.0,3,20,9,4,57.9
semantic,0.9,0.0,3,21,9,4,57.3
semantic,0.9,0.0,3,22,9,4,57.6
semantic,0.9,0.0,3,23,9,4,56.7
semantic,0.9,0.0,3,24,9,4,57.6
semantic,0.9,0.0,3,25,9,4,57.3
semantic,0.9,0.0,3,26,9,4,57.0
semantic,0.9,0.0,3,27,9,4,56.4
semantic,0.9,0.0,3,28,9,4,58.8
semantic,0.9,0.0,3,29,9,4,54.6
semantic,0.9,0.0,3,30,10,5,61.9
semantic,0.9,0.0,3,31,10,5,63.1
semantic,0.9,0.0,3,32,9,5,59.2
semantic,0.9,0.0,3,33,9,5,57.7
semantic,0.9,0.0,3,34,10,6,65.0
semantic,0.9,0.0,3,35,10,6,67.1
semantic,0.9,0.0,3,36,10,6,64.7
semantic,0.9,0.0,3,37,11,7,74.3
semantic,0.9,0.0,3,38,11,7,70.7
semantic,0.9,0.0,3,39,11,7,72.8
semantic,0.9,0.0,3,40,8,4,46.8
semantic,0.9,0.0,3,41,7,4,48.3
semantic,0.9,0.0,3,42,8,4,53.1
semantic,0.9,0.0,3,43,8,4,56.1
semantic,0.9,0.0,3,44,8,4,59.4
semantic,0.9,0.0,3,45,8,4,61.5
semantic,0.9,0.0,3,46,8,4,62.4
semantic,0.9,0.0,3,47,8,4,65.4
semantic,0.9,0.0,3,48,9,5,67.0
semantic,0.9,0.0,3,49,10,5,67.3
semantic,0.9,0.0,3,50,10,5,68.5
semantic,0.9,0.0,3,51,10,5,68.8
semantic,0.9,0.0,3,52,10,5,70.6
semantic,0.9,0.0,3,53,10,5,70.6
semantic,0.9,0.0,3,54,10,5,71.2
semantic,0.9,0.0,3,55,11,6,73.8
semantic,0.9,0.0,3,56,12,7,77.5
semantic,0.9,0.0,3,57,13,7,76.6
semantic,0.9,0.0,3,58,13,7,74.2
semantic,0.9,0.0,3,59,13,7,73.6
semantic,0.9,0.0,3,60,13,7,73.6
semantic,0.9,0.0,3,61,13,7,74.5
semantic,0.9,0.0,3,62,13,7,77.2
semantic,0.9,0.0,3,63,13,7,75.4
semantic,0.9,0.0,3,64,10,4,68.7
semantic,0.9,0.0,3,65,10,4,67.8
semantic,0.9,0.0,3,66,10,4,63.9
semantic,0.9,0.0,3,67,10,4,66.6
semantic,0.9,0.0,3,68,10,4,57.0
semantic,0.9,0.0,3,69,10,4,59.1
semantic,0.9,0.0,3,70,10,4,59.4
semantic,0.9,0.0,3,71,10,4,61.5
